PS1_mean,PS1_std,PS1_min,PS1_max,PS1_rms,PS2_mean,PS2_std,PS2_min,PS2_max,PS2_rms,PS3_mean,PS3_std,PS3_min,PS3_max,PS3_rms,PS4_mean,PS4_std,PS4_min,PS4_max,PS4_rms,PS5_mean,PS5_std,PS5_min,PS5_max,PS5_rms,PS6_mean,PS6_std,PS6_min,PS6_max,PS6_rms,FS1_mean,FS1_std,FS1_min,FS1_max,FS1_rms,FS2_mean,FS2_std,FS2_min,FS2_max,FS2_rms,TS1_mean,TS1_std,TS1_min,TS1_max,TS1_rms,TS2_mean,TS2_std,TS2_min,TS2_max,TS2_rms,TS3_mean,TS3_std,TS3_min,TS3_max,TS3_rms,TS4_mean,TS4_std,TS4_min,TS4_max,TS4_rms,EPS1_mean,EPS1_std,EPS1_min,EPS1_max,EPS1_rms,VS1_mean,VS1_std,VS1_min,VS1_max,VS1_rms,CE_mean,CE_std,CE_min,CE_max,CE_rms,CP_mean,CP_std,CP_min,CP_max,CP_rms,SE_mean,SE_std,SE_min,SE_max,SE_rms,cooler_condition,valve_condition,pump_condition,accumulator_condition,system_state
159.32175666666623,14.451743765503393,144.06,191.16,159.97574890088805,108.4378516666666,46.678058721866364,0.0,160.94,118.0561125055771,1.8324839999999942,0.9124761453667217,0.0,10.617,2.047064131221417,0.0,0.0,0.0,0.0,0.0,9.068216833333352,0.02450180006325958,9.003,9.148,9.068249928982976,8.983758166666627,0.02402930678504164,8.922,9.08,8.983790297446792,6.65920833333333,3.0071833040189793,0.0,19.415,7.305691968025109,9.964414999999995,0.02077101747495556,9.913,10.029,9.96443661269083,44.106116666666644,0.42895099051043906,43.246,44.582,44.10816772114511,48.58626666666667,0.28474900435335376,48.129,48.984,48.58708716555597,45.36508333333331,0.147712305314226,45.121,45.668,45.365319806176466,41.10019999999997,0.156062547217671,40.875,41.336,41.100491355132654,2478.794900000022,192.9801941302382,2274.0,2905.4,2486.294291651706,0.5686999999999998,0.03566857801520994,0.52,0.657,0.5697988533976999,18.11201666666667,0.2740909469047477,17.528,18.665,18.1140559092472,1.1453500000000005,0.01648504715373957,1.105,1.18,1.1454666516315521,59.584349999999986,23.99346531081299,0.0,80.731,64.15907082855341,3,100,0,130,1
159.2351133333338,14.465964420260992,143.93,191.06,159.89074572198737,108.3167815,46.67567363443506,0.0,164.73,117.943972125166,1.8256623333333328,0.9086818297727661,0.0,10.617,2.0392665362820934,0.0,0.0,0.0,0.0,0.0,9.02303366666663,0.02454946664609347,8.955,9.087,9.023067057584521,8.940413000000051,0.024833811978219607,8.879,9.009,8.940447484662013,6.663306666666665,3.005156640956235,0.0,19.707,7.308595662642718,9.931453333333321,0.014950150519525994,9.891,9.978,9.931464567054897,44.63849999999999,0.4063194243157361,43.812,45.09,44.64031839193504,49.114216666666636,0.28019848241563106,48.68,49.508,49.11500261070949,45.92148333333333,0.1280727404101211,45.629,46.141,45.92165895068833,41.56785000000001,0.15730740982687574,41.297,41.82,41.56814269144902,2472.2732000000046,193.74692157562143,2266.8,2899.4,2479.852090094598,0.5781499999999998,0.034495307959002776,0.533,0.662,0.5791610455362711,18.06883333333333,0.28713660403809743,17.42,18.533,18.071076651194122,1.1645833333333335,0.017415453557081732,1.123,1.203,1.1647113734025838,59.758183333333314,24.049584082870116,0.0,80.972,64.3411474999993,3,100,0,130,1
159.13514833333394,14.464266533278536,144.01,191.08,159.79103720875634,108.24107966666746,46.65072547687663,0.0,163.84,117.86457822387989,1.8158948333333333,0.9029524337543532,0.0,10.398,2.0279697374878762,0.0,0.0,0.0,0.0,0.0,8.981116666666612,0.024803412206759072,8.914,9.048,8.981150911046928,8.901620500000035,0.02520140865605944,8.835,8.969,8.901656167880622,6.655926666666668,3.00796161929095,0.0,19.628,7.303020825201949,9.914133333333337,0.01776677571821232,9.875,9.971,9.914149226400289,45.1596,0.3898075231248702,44.398,45.605,45.161254295764046,49.60216666666667,0.26032692397182655,49.16,49.969,49.60283841307203,46.391066666666674,0.13471047002539632,46.117,46.641,46.39125899275997,42.03833333333331,0.13595870094106466,41.793,42.25,42.03854952461292,2467.2288333333895,192.6308516726788,2265.8,2891.4,2474.736062008768,0.5842333333333335,0.03512465292266748,0.539,0.681,0.5852706781196771,17.742283333333333,0.3542904626445704,17.167,18.416,17.745761397678415,1.1629666666666665,0.02427593260731301,1.124,1.208,1.1632157868025463,59.73681666666666,24.034534085946646,0.0,81.327,64.31577137102532,3,100,0,130,1
159.08735166666705,14.476303591177592,143.98,191.0,159.74452697588816,108.21403683333382,46.628571720529806,0.0,166.67,117.83097681783694,1.8075149999999967,0.9039088327764746,0.0,10.617,2.02089719629673,0.0,0.0,0.0,0.0,0.0,8.948214499999999,0.023195592160277893,8.896,9.008,8.948244558785388,8.870686666666625,0.023342792675339175,8.817,8.936,8.870717374222517,6.665409999999999,3.011885786660324,0.0,20.121,7.313277470920045,9.891229999999991,0.019165575880504732,9.842,9.988,9.89124853696438,45.628733333333315,0.40014352792198576,44.82,46.082,45.63045859803148,50.06426666666666,0.2521735255843677,49.656,50.41,50.064891176352326,46.86816666666667,0.129018874807127,46.621,47.074,46.868341288478874,42.43971666666667,0.12550630906778795,42.195,42.648,42.43989915221289,2465.307166666711,192.51347156695644,2263.6,2887.6,2472.81108980179,0.5885666666666669,0.03840743513235853,0.537,0.671,0.5897976489158521,17.678150000000002,0.21111213383140137,17.245,18.212,17.67938949596394,1.1799,0.014403036403033871,1.152,1.216,1.1799864406000604,59.91648333333331,24.08732523477481,0.0,81.367,64.50204822109657,3,100,0,130,1
158.985823333334,14.530456664672869,143.61,190.94,159.6483354214302,108.12740333333399,46.58815406428451,0.0,166.99,117.7354224863677,1.8038094999999925,0.9072894500842177,0.0,11.055,2.0191002111914393,0.0,0.0,0.0,0.0,0.0,8.915401333333387,0.0234452812258142,8.858,8.981,8.915432155762305,8.840755500000006,0.02349079300440912,8.785,8.904,8.840786703465088,6.669133333333329,3.0239001828900305,0.0,20.479,7.321616746320445,9.856931666666666,0.017346810954929605,9.806,9.92,9.856946905186557,46.059183333333344,0.36156174856115336,45.301,46.434,46.06057877892982,50.50908333333333,0.26411754520216163,50.062,50.836,50.509762369433766,47.318266666666666,0.12758112961080237,47.078,47.512,47.31843579409616,42.79893333333334,0.13151488498170627,42.605,43.043,42.79913202819265,2461.772333333357,193.85837497035453,2257.8,2888.6,2469.3921979304746,0.5824666666666666,0.03346765028828897,0.536,0.671,0.583411375731853,17.77883333333333,0.27531000503079506,17.266,18.421,17.780929307359987,1.2018666666666666,0.017508803274078902,1.177,1.245,1.2019920687480985,60.047316666666674,24.134804193825435,0.0,81.222,64.64101535493285,3,100,0,130,1
158.8642400000003,14.554577754484505,143.15,190.98,159.52945551976705,108.03851166666695,46.52856746114722,0.0,167.12,117.63021200016311,1.8023994999999984,0.9046690735227522,0.0,11.242,2.016663999240657,0.0,0.0,0.0,0.0,0.0,8.890655333333408,0.022184752243246657,8.842,8.951,8.890683007358534,8.816202000000006,0.02285489561798421,8.761,8.88,8.816231619234918,6.649888333333337,3.0222046551305954,0.0,20.479,7.303390510920249,9.83540166666667,0.016355003539901995,9.79,9.884,9.835415242123748,46.46225000000001,0.3614676123053939,45.715,46.867,46.463632620039505,50.91523333333334,0.23267540252001925,50.531,51.227,50.91575611668095,47.70863333333333,0.10215424805401069,47.484,47.832,47.708740877327706,43.15196666666667,0.11587002751719737,42.914,43.312,43.1521196385531,2459.5113666667007,193.27550053567776,2252.0,2885.6,2467.0924903551418,0.5823666666666666,0.03514857890256811,0.53,0.675,0.5834087475061259,17.692366666666665,0.34795465156830785,17.171,18.398,17.69573092113839,1.207383333333333,0.02544125281177735,1.171,1.264,1.2076468785755763,59.811099999999996,24.07218957720045,0.0,81.504,64.39860367844425,3,100,0,130,1
158.81964166666717,14.526439886091312,143.27,190.9,159.48247823919928,107.98140900000072,46.52713113174875,0.0,159.95,117.57719942795441,1.7936563333333275,0.9016438222252261,0.0,10.609,2.007493245484693,5e-07,3.8729833462074166e-05,0.0,0.003,3.8729833462074166e-05,8.889613166666704,0.02422295024404147,8.828,8.951,8.88964616317775,8.81341233333336,0.024613010406472065,8.744,8.877,8.81344669562734,6.649658333333331,2.9982746805505673,0.0,19.561,7.293327379072827,9.799334999999996,0.019999485177013342,9.735,9.857,9.799355374462143,46.839566666666656,0.3691969005997066,46.113,47.246,46.840997428534756,51.29886666666664,0.24252076386147814,50.898,51.594,51.29943038020338,48.06265,0.12125387640142818,47.801,48.238,48.06280040200876,43.44553333333334,0.09468493099850725,43.273,43.574,43.445634791464755,2458.1661000000317,193.32443154818512,2250.8,2885.4,2465.7551950602706,0.5848999999999999,0.031460332839512065,0.534,0.666,0.5857313946397842,17.721516666666673,0.3728832457643428,17.042,18.415,17.725373832917224,1.2196166666666668,0.027887845397304444,1.17,1.278,1.2199301551045176,59.86661666666667,24.077545941093753,0.0,81.33,64.45213629262675,3,100,0,130,1
158.79358000000028,14.51128815776186,143.36,190.89,159.4551455330516,107.9549878333333,46.51865414250025,0.0,162.94,117.54958067610248,1.7949478333333269,0.8996123286369587,0.0,10.406,2.0077363329132565,0.0,0.0,0.0,0.0,0.0,8.861766499999906,0.02279789321565726,8.805,8.922,8.861795820138992,8.786334666666722,0.023640526163809746,8.725,8.845,8.786366464927257,6.639613333333328,3.0087115563317512,0.0,19.757,7.2884650786934095,9.779605,0.016868507716678593,9.737,9.834,9.77961952369996,47.152183333333326,0.34624476948465277,46.422,47.531,47.153433389839186,51.653199999999984,0.23506881790773942,51.273,51.945,51.65372597047896,48.44433333333333,0.10173472761186214,48.223,48.586,48.44443837600625,43.732033333333305,0.12637031493659934,43.531,43.98,43.73221287296888,2455.5882333333693,193.932853998978,2254.8,2885.8,2463.233089908469,0.5930833333333333,0.04309008760396658,0.541,0.696,0.5946205933198075,17.820150000000005,0.4010164130797167,17.169,18.577,17.824586389310692,1.2421833333333332,0.030365285524291553,1.188,1.304,1.2425482351468964,59.76801666666668,24.075723234638335,0.0,81.847,64.35989116975986,3,100,0,130,1
158.65068833333348,14.587743973003533,143.01,190.9,159.3198283824603,107.83698666666629,46.48517889784531,0.0,166.52,117.42796687843159,1.7934546666666664,0.8994386736178788,0.0,10.969,2.0063236870787633,0.0,0.0,0.0,0.0,0.0,8.836582499999968,0.023497160392433655,8.772,8.913,8.836613735126809,8.76294916666669,0.024051680395775456,8.698,8.839,8.762982168445804,6.6601116666666655,3.0186457769019372,0.0,20.343,7.3112326390060005,9.760646666666666,0.01680751746375345,9.715,9.81,9.760661113538026,47.46976666666668,0.3448039662492917,46.773,47.855,47.47099804793099,51.996400000000015,0.24288702821389288,51.578,52.289,51.99695783248607,48.740183333333356,0.09506794923501534,48.57,48.855,48.74027450322783,44.044,0.0901871876352703,43.852,44.207,44.04409079736653,2452.2997666667193,193.96646268032956,2246.0,2881.4,2459.957492262804,0.6039000000000001,0.030539055294902064,0.556,0.688,0.6046588294236676,17.555983333333337,0.24519431876534586,17.201,18.142,17.55766695919478,1.2353166666666666,0.020384849530852064,1.21,1.282,1.2354820449255153,60.096300000000035,24.155663721799865,0.0,81.559,64.69417615751821,3,100,0,130,1
158.59539833333267,14.590948388315121,143.06,190.8,159.26506416898195,107.76220716666668,46.43967914544024,0.0,157.73,117.341287072922,1.8003541666666618,0.9016864609228685,0.0,10.727,2.0134989676762496,0.0,0.0,0.0,0.0,0.0,8.815813666666632,0.0234060160390449,8.758,8.871,8.815844732960311,8.744519499999964,0.02359141183147017,8.683,8.801,8.744551317696885,6.648780000000005,3.00327222737459,0.0,19.874,7.294579276421634,9.741035,0.015468761401574122,9.699,9.794,9.741047261716778,47.75106666666668,0.332348442159204,47.031,48.109,47.75220395297653,52.313583333333334,0.20654513124965623,51.922,52.598,52.31398427810676,49.08618333333334,0.10270436289755266,48.832,49.258,49.086288988032756,44.30386666666665,0.10347348250600705,44.16,44.457,44.30398548588302,2448.326333333376,195.1657002864923,2245.8,2881.4,2456.0914349402224,0.60335,0.03705690767967102,0.557,0.715,0.6044679892268904,17.66436666666666,0.38784060882417587,17.042,18.492,17.668552942068196,1.256116666666667,0.029735609917658338,1.212,1.325,1.2564627133345423,60.01890000000001,24.147032815367623,0.0,81.708,64.61911144880696,3,100,0,130,1
158.61717000000047,14.55944959421593,143.2,190.82,159.28386252756383,107.79408933333362,46.45350781058416,0.0,166.47,117.37603856145147,1.8004373333333341,0.9024232863264184,0.0,11.008,2.013903337054683,0.0,0.0,0.0,0.0,0.0,8.819560499999954,0.037630253951026406,8.735,8.916,8.819640764405618,8.75107483333339,0.03841209203850635,8.667,8.851,8.75115912216765,6.638245000000004,3.021041536996045,0.0,20.479,7.292309476085063,9.695861666666673,0.029994421249053414,9.635,9.769,9.695907983525844,48.02619999999999,0.339422480603426,47.363,48.453,48.027379419799004,52.58476666666666,0.21511860084469397,52.203,52.848,52.585199344809325,49.347150000000006,0.08558211935061098,49.23,49.516,49.347222975057065,44.498483333333326,0.07443834706738403,44.391,44.621,44.49854455691033,2444.7216333333554,193.28400743445005,2242.0,2875.6,2452.349148381341,0.6186666666666666,0.03752995037488383,0.55,0.706,0.6197850164909333,17.734166666666667,0.3297982519748243,17.132,18.265,17.737181891909064,1.2668833333333331,0.027960681635362958,1.224,1.317,1.267186706843155,59.94155000000003,24.103487877170707,0.0,81.57,64.53126819961003,3,100,0,130,1
158.57060333333317,14.533623365745553,143.11,190.89,159.23513194413545,107.73928499999984,46.43367296852217,0.0,160.49,117.31785955256214,1.7975006666666653,0.9029478326372459,0.0,10.992,2.0115137457480436,0.0,0.0,0.0,0.0,0.0,8.829950666666585,0.023101634440183216,8.769,8.898,8.829980881764751,8.760344500000038,0.02343227827223598,8.7,8.825,8.760375833195317,6.644133333333335,2.9992769750130828,0.0,19.801,7.288702034884765,9.656905000000007,0.016149013160048045,9.611,9.708,9.656918480291742,48.27095,0.30974847231535246,47.617,48.625,48.2719272346775,52.84005000000001,0.20038652691608685,52.516,53.09,52.840423631124196,49.62603333333335,0.07298594400704131,49.422,49.75,49.626086109693006,44.66851666666666,0.07135171696689764,44.566,44.805,44.66857270404626,2441.7758000000345,193.21885360541665,2242.0,2869.4,2449.4073488499344,0.6307000000000004,0.029548753164208512,0.577,0.712,0.6313802868847478,17.942616666666666,0.27155672327306185,17.556,18.426,17.944637272734163,1.2905,0.022023485153469365,1.263,1.333,1.2906847794872298,60.1872,24.1850500655092,0.0,81.855,64.78940561336657,3,100,0,130,1
